,#,Name,Type,HP,ATK,DEF,SP.ATK,SP.DEF,SPEED,Icon
442,373,Mega Salamence,"['Flying', 'Dragon']",95,145,130,120,90,120,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png
443,374,Beldum,"['Psychic', 'Steel']",40,55,80,35,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png
444,375,Metang,"['Psychic', 'Steel']",60,75,100,55,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png
445,376,Metagross,"['Psychic', 'Steel']",80,135,130,95,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png
446,376,Mega Metagross,"['Psychic', 'Steel']",80,145,150,105,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png
447,377,Regirock,Rock,80,100,200,50,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png
448,378,Regice,Ice,80,50,100,100,200,50,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png
449,379,Registeel,Steel,80,75,150,75,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png
450,380,Latias,"['Psychic', 'Dragon']",80,80,90,110,130,110,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png
451,380,Mega Latias,"['Psychic', 'Dragon']",80,100,120,140,150,110,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png
452,381,Latios,"['Psychic', 'Dragon']",80,90,80,130,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png
453,381,Mega Latios,"['Psychic', 'Dragon']",80,130,100,160,120,110,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png
454,382,Kyogre,Water,100,100,90,150,140,90,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png
455,382,Primal Kyogre,Water,100,150,90,180,160,90,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png
456,383,Groudon,Ground,100,150,140,100,90,90,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png
457,383,Primal Groudon,"['Fire', 'Ground']",100,180,160,150,90,90,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png
458,384,Rayquaza,"['Flying', 'Dragon']",105,150,90,150,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png
459,384,Mega Rayquaza,"['Flying', 'Dragon']",105,180,100,180,100,115,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png
460,385,Jirachi,"['Psychic', 'Steel']",100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png
461,386,Normal Forme,Psychic,50,150,50,150,50,150,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png
462,386,Attack Forme,Psychic,50,180,20,180,20,150,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png
463,386,Defense Forme,Psychic,50,70,160,70,160,90,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png
464,386,Speed Forme,Psychic,50,95,90,95,90,180,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png
465,387,Turtwig,Grass,55,68,64,45,55,31,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png
466,388,Grotle,Grass,75,89,85,55,65,36,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png
467,389,Torterra,"['Ground', 'Grass']",95,109,105,75,85,56,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png
468,390,Chimchar,Fire,44,58,44,58,44,61,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png
469,391,Monferno,"['Fighting', 'Fire']",64,78,52,78,52,81,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png
470,392,Infernape,"['Fighting', 'Fire']",76,104,71,104,71,108,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png
471,393,Piplup,Water,53,51,53,61,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png
472,394,Prinplup,Water,64,66,68,81,76,50,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png
473,395,Empoleon,"['Steel', 'Water']",84,86,88,111,101,60,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png
474,396,Starly,"['Flying', 'Normal']",40,55,30,30,30,60,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png
475,397,Staravia,"['Flying', 'Normal']",55,75,50,40,40,80,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png
476,398,Staraptor,"['Flying', 'Normal']",85,120,70,50,60,100,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png
477,399,Bidoof,Normal,59,45,40,35,40,31,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png
478,400,Bibarel,"['Water', 'Normal']",79,85,60,55,60,71,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png
479,401,Kricketot,Bug,37,25,41,25,41,25,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png
480,402,Kricketune,Bug,77,85,51,55,51,65,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png
481,403,Shinx,Electric,45,65,34,40,34,45,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png
482,404,Luxio,Electric,60,85,49,60,49,60,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png
483,405,Luxray,Electric,80,120,79,95,79,70,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png
484,406,Budew,"['Poison', 'Grass']",40,30,35,50,70,55,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png
485,407,Roserade,"['Poison', 'Grass']",60,70,65,125,105,90,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png
486,408,Cranidos,Rock,67,125,40,30,30,58,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png
487,409,Rampardos,Rock,97,165,60,65,50,58,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png
488,410,Shieldon,"['Steel', 'Rock']",30,42,118,42,88,30,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png
489,411,Bastiodon,"['Steel', 'Rock']",60,52,168,47,138,30,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png
490,412,Burmy,Bug,40,29,45,29,45,36,https://img.pokemondb.net/sprites/sword-shield/icon/burmy.png
491,413,Plant Cloak,"['Grass', 'Bug']",60,59,85,79,105,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png
492,413,Sandy Cloak,"['Ground', 'Bug']",60,79,105,59,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png
493,413,Trash Cloak,"['Steel', 'Bug']",60,69,95,69,95,36,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png
494,414,Mothim,"['Flying', 'Bug']",70,94,50,94,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png
495,415,Combee,"['Flying', 'Bug']",30,30,42,30,42,70,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png
496,416,Vespiquen,"['Flying', 'Bug']",70,80,102,80,102,40,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png
497,417,Pachirisu,Electric,60,45,70,45,90,95,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png
498,418,Buizel,Water,55,65,35,60,30,85,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png
499,419,Floatzel,Water,85,105,55,85,50,115,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png
500,420,Cherubi,Grass,45,35,45,62,53,35,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png
501,421,Cherrim,Grass,70,60,70,87,78,85,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png
502,422,Shellos,Water,76,48,48,57,62,34,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png
503,423,Gastrodon,"['Ground', 'Water']",111,83,68,92,82,39,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png
504,424,Ambipom,Normal,75,100,66,60,66,115,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png
505,425,Drifloon,"['Flying', 'Ghost']",90,50,34,60,44,70,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png
506,426,Drifblim,"['Flying', 'Ghost']",150,80,44,90,54,80,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png
507,427,Buneary,Normal,55,66,44,44,56,85,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png
508,428,Lopunny,Normal,65,76,84,54,96,105,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png
509,428,Mega Lopunny,"['Fighting', 'Normal']",65,136,94,54,96,135,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png
510,429,Mismagius,Ghost,60,60,60,105,105,105,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png
511,430,Honchkrow,"['Flying', 'Dark']",100,125,52,105,52,71,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png
512,431,Glameow,Normal,49,55,42,42,37,85,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png
513,432,Purugly,Normal,71,82,64,64,59,112,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png
514,433,Chingling,Psychic,45,30,50,65,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png
515,434,Stunky,"['Dark', 'Poison']",63,63,47,41,41,74,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png
516,435,Skuntank,"['Dark', 'Poison']",103,93,67,71,61,84,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png
517,436,Bronzor,"['Psychic', 'Steel']",57,24,86,24,86,23,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png
518,437,Bronzong,"['Psychic', 'Steel']",67,89,116,79,116,33,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png
519,438,Bonsly,Rock,50,80,95,10,45,10,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png
520,439,Mime Jr.,"['Fairy', 'Psychic']",20,25,45,70,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png
521,440,Happiny,Normal,100,5,5,15,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png
522,441,Chatot,"['Flying', 'Normal']",76,65,45,92,42,91,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png
523,442,Spiritomb,"['Dark', 'Ghost']",50,92,108,92,108,35,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png
524,443,Gible,"['Ground', 'Dragon']",58,70,45,40,45,42,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png
525,444,Gabite,"['Ground', 'Dragon']",68,90,65,50,55,82,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png
526,445,Garchomp,"['Ground', 'Dragon']",108,130,95,80,85,102,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png
527,445,Mega Garchomp,"['Ground', 'Dragon']",108,170,115,120,95,92,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png
528,446,Munchlax,Normal,135,85,40,40,85,5,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png
529,447,Riolu,Fighting,40,70,40,35,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png
530,448,Lucario,"['Steel', 'Fighting']",70,110,70,115,70,90,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png
531,448,Mega Lucario,"['Steel', 'Fighting']",70,145,88,140,70,112,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png
532,449,Hippopotas,Ground,68,72,78,38,42,32,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png
533,450,Hippowdon,Ground,108,112,118,68,72,47,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png
534,451,Skorupi,"['Bug', 'Poison']",40,50,90,30,55,65,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png
535,452,Drapion,"['Dark', 'Poison']",70,90,110,60,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png
536,453,Croagunk,"['Fighting', 'Poison']",48,61,40,61,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png
537,454,Toxicroak,"['Fighting', 'Poison']",83,106,65,86,65,85,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png
538,455,Carnivine,Grass,74,100,72,90,72,46,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png
539,456,Finneon,Water,49,49,56,49,61,66,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png
540,457,Lumineon,Water,69,69,76,69,86,91,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png
541,458,Mantyke,"['Flying', 'Water']",45,20,50,60,120,50,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png
542,459,Snover,"['Ice', 'Grass']",60,62,50,62,60,40,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png
543,460,Abomasnow,"['Ice', 'Grass']",90,92,75,92,85,60,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png
544,460,Mega Abomasnow,"['Ice', 'Grass']",90,132,105,132,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png
545,461,Weavile,"['Ice', 'Dark']",70,120,65,45,85,125,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png
546,462,Magnezone,"['Steel', 'Electric']",70,70,115,130,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png
547,463,Lickilicky,Normal,110,85,95,80,95,50,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png
548,464,Rhyperior,"['Rock', 'Ground']",115,140,130,55,55,40,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png
549,465,Tangrowth,Grass,100,100,125,110,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png
550,466,Electivire,Electric,75,123,67,95,85,95,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png
551,467,Magmortar,Fire,75,95,67,125,95,83,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png
552,468,Togekiss,"['Flying', 'Fairy']",85,50,95,120,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png
553,469,Yanmega,"['Flying', 'Bug']",86,76,86,116,56,95,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png
554,470,Leafeon,Grass,65,110,130,60,65,95,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png
555,471,Glaceon,Ice,65,60,110,130,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png
556,472,Gliscor,"['Flying', 'Ground']",75,95,125,45,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png
557,473,Mamoswine,"['Ground', 'Ice']",110,130,80,70,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png
558,474,Porygon-Z,Normal,85,80,70,135,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png
559,475,Gallade,"['Fighting', 'Psychic']",68,125,65,65,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png
560,475,Mega Gallade,"['Fighting', 'Psychic']",68,165,95,65,115,110,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png
561,476,Probopass,"['Steel', 'Rock']",60,55,145,75,150,40,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png
562,477,Dusknoir,Ghost,45,100,135,65,135,45,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png
563,478,Froslass,"['Ghost', 'Ice']",70,80,70,80,70,110,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png
564,479,Rotom,"['Ghost', 'Electric']",50,50,77,95,77,91,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png
565,479,Heat Rotom,"['Fire', 'Electric']",50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png
566,479,Wash Rotom,"['Water', 'Electric']",50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png
567,479,Frost Rotom,"['Ice', 'Electric']",50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png
568,479,Fan Rotom,"['Flying', 'Electric']",50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png
569,479,Mow Rotom,"['Grass', 'Electric']",50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png
570,480,Uxie,Psychic,75,75,130,75,130,95,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png
571,481,Mesprit,Psychic,80,105,105,105,105,80,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png
572,482,Azelf,Psychic,75,125,70,125,70,115,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png
573,483,Dialga,"['Dragon', 'Steel']",100,120,120,150,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png
574,484,Palkia,"['Dragon', 'Water']",90,120,100,150,120,100,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png
575,485,Heatran,"['Steel', 'Fire']",91,90,106,130,106,77,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png
576,486,Regigigas,Normal,110,160,110,80,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png
577,487,Altered Forme,"['Dragon', 'Ghost']",150,100,120,100,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png
578,487,Origin Forme,"['Dragon', 'Ghost']",150,120,100,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png
579,488,Cresselia,Psychic,120,70,120,75,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png
580,489,Phione,Water,80,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png
581,490,Manaphy,Water,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png
582,491,Darkrai,Dark,70,90,90,135,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png
583,492,Land Forme,Grass,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png
584,492,Sky Forme,"['Flying', 'Grass']",100,103,75,120,75,127,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png
585,493,Arceus,Normal,120,120,120,120,120,120,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png
586,494,Victini,"['Fire', 'Psychic']",100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png
587,495,Snivy,Grass,45,45,55,45,55,63,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png
588,496,Servine,Grass,60,60,75,60,75,83,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png
589,497,Serperior,Grass,75,75,95,75,95,113,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png
590,498,Tepig,Fire,65,63,45,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png
591,499,Pignite,"['Fighting', 'Fire']",90,93,55,70,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png
592,500,Emboar,"['Fighting', 'Fire']",110,123,65,100,65,65,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png
593,501,Oshawott,Water,55,55,45,63,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png
594,502,Dewott,Water,75,75,60,83,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png
595,503,Samurott,Water,95,100,85,108,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png
596,504,Patrat,Normal,45,55,39,35,39,42,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png
597,505,Watchog,Normal,60,85,69,60,69,77,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png
598,506,Lillipup,Normal,45,60,45,25,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png
599,507,Herdier,Normal,65,80,65,35,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png
600,508,Stoutland,Normal,85,110,90,45,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png
601,509,Purrloin,Dark,41,50,37,50,37,66,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png
602,510,Liepard,Dark,64,88,50,88,50,106,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png
603,511,Pansage,Grass,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png
604,512,Simisage,Grass,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png
605,513,Pansear,Fire,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png
606,514,Simisear,Fire,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png
607,515,Panpour,Water,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png
608,516,Simipour,Water,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png
609,517,Munna,Psychic,76,25,45,67,55,24,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png
610,518,Musharna,Psychic,116,55,85,107,95,29,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png
611,519,Pidove,"['Flying', 'Normal']",50,55,50,36,30,43,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png
612,520,Tranquill,"['Flying', 'Normal']",62,77,62,50,42,65,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png
613,521,Unfezant,"['Flying', 'Normal']",80,115,80,65,55,93,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png
614,522,Blitzle,Electric,45,60,32,50,32,76,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png
615,523,Zebstrika,Electric,75,100,63,80,63,116,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png
616,524,Roggenrola,Rock,55,75,85,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png
617,525,Boldore,Rock,70,105,105,50,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png
618,526,Gigalith,Rock,85,135,130,60,80,25,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png
619,527,Woobat,"['Flying', 'Psychic']",65,45,43,55,43,72,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png
620,528,Swoobat,"['Flying', 'Psychic']",67,57,55,77,55,114,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png
621,529,Drilbur,Ground,60,85,40,30,45,68,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png
622,530,Excadrill,"['Steel', 'Ground']",110,135,60,50,65,88,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png
623,531,Audino,Normal,103,60,86,60,86,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png
624,531,Mega Audino,"['Fairy', 'Normal']",103,60,126,80,126,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png
625,532,Timburr,Fighting,75,80,55,25,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png
626,533,Gurdurr,Fighting,85,105,85,40,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png
627,534,Conkeldurr,Fighting,105,140,95,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png
628,535,Tympole,Water,50,50,40,50,40,64,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png
629,536,Palpitoad,"['Ground', 'Water']",75,65,55,65,55,69,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png
630,537,Seismitoad,"['Ground', 'Water']",105,95,75,85,75,74,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png
631,538,Throh,Fighting,120,100,85,30,85,45,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png
632,539,Sawk,Fighting,75,125,75,30,75,85,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png
633,540,Sewaddle,"['Grass', 'Bug']",45,53,70,40,60,42,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png
634,541,Swadloon,"['Grass', 'Bug']",55,63,90,50,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png
635,542,Leavanny,"['Grass', 'Bug']",75,103,80,70,80,92,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png
636,543,Venipede,"['Poison', 'Bug']",30,45,59,30,39,57,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png
637,544,Whirlipede,"['Poison', 'Bug']",40,55,99,40,79,47,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png
638,545,Scolipede,"['Poison', 'Bug']",60,100,89,55,69,112,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png
639,546,Cottonee,"['Fairy', 'Grass']",40,27,60,37,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png
640,547,Whimsicott,"['Fairy', 'Grass']",60,67,85,77,75,116,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png
641,548,Petilil,Grass,45,35,50,70,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png
642,549,Lilligant,Grass,70,60,75,110,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png
643,550,Red-Striped Form,Water,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png
644,550,Blue-Striped Form,Water,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png
645,551,Sandile,"['Dark', 'Ground']",50,72,35,35,35,65,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png
646,552,Krokorok,"['Dark', 'Ground']",60,82,45,45,45,74,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png
647,553,Krookodile,"['Dark', 'Ground']",95,117,80,65,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png
648,554,Darumaka,Fire,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png
649,554,Galarian Darumaka,Ice,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png
650,555,Standard Mode,Fire,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png
651,555,Zen Mode,"['Psychic', 'Fire']",105,30,105,140,105,55,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png
652,555,Galarian Standard Mode,Ice,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png
653,555,Galarian Zen Mode,"['Fire', 'Ice']",105,160,55,30,55,135,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png
654,556,Maractus,Grass,75,86,67,106,67,60,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png
655,557,Dwebble,"['Rock', 'Bug']",50,65,85,35,35,55,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png
656,558,Crustle,"['Rock', 'Bug']",70,105,125,65,75,45,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png
657,559,Scraggy,"['Fighting', 'Dark']",50,75,70,35,70,48,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png
658,560,Scrafty,"['Fighting', 'Dark']",65,90,115,45,115,58,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png
659,561,Sigilyph,"['Flying', 'Psychic']",72,58,80,103,80,97,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png
660,562,Yamask,Ghost,38,30,85,55,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png
661,562,Galarian Yamask,"['Ghost', 'Ground']",38,55,85,30,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png
662,563,Cofagrigus,Ghost,58,50,145,95,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png
